category,main_category,goal,outcome,backers,country
Video Games,Games,500,successful,49,US
Webseries,Film & Video,7500,successful,155,US
Hip-Hop,Music,10000,failed,3,US
Video Games,Games,75000,failed,6,US
Design,Design,2000,failed,14,CA
R&B,Music,15000,failed,7,US
Publishing,Publishing,195000,failed,0,SE
Festivals,Film & Video,25000,failed,0,US
Fashion,Fashion,800,canceled,4,US
Tabletop Games,Games,30000,canceled,430,US
Fashion,Fashion,5000,failed,4,GB
Theater,Theater,5000,successful,84,US
Film & Video,Film & Video,10000,failed,2,CA
Periodicals,Publishing,60000,failed,727,US
Shorts,Film & Video,19000,successful,203,US
Games,Games,1600,canceled,0,US
Comics,Comics,5566,successful,76,GB
Software,Technology,100000,canceled,0,GB
Hardware,Technology,75000,successful,154,US
Nonfiction,Publishing,10000,failed,3,US
Sculpture,Art,1200,successful,29,US
Comedy,Film & Video,7500,successful,198,US
Children's Books,Publishing,3000,successful,93,US
Food,Food,50,failed,0,US
Tabletop Games,Games,1500,successful,1181,US
Sound,Technology,700,successful,32,US
Public Art,Art,4500,successful,21,US
Makerspaces,Technology,5000,successful,229,GB
Animation,Film & Video,50000,failed,10,US
Apparel,Fashion,12000,successful,156,US
Tabletop Games,Games,4000,successful,213,US
Public Art,Art,10000,failed,7,US
Crafts,Crafts,2000,failed,1,US
Narrative Film,Film & Video,12000,failed,7,US
Journalism,Journalism,3000,canceled,6,US
Painting,Art,10000,failed,1,US
Product Design,Design,8805,failed,18,US
Product Design,Design,20000,successful,889,US
Print,Journalism,5000,canceled,1,US
Theater,Theater,10000,failed,10,US
Webseries,Film & Video,10000,failed,38,US
Fashion,Fashion,2000,failed,4,US
Periodicals,Publishing,2500,successful,117,US
Fiction,Publishing,5000,failed,4,US
Rock,Music,980,successful,17,US
Musical,Theater,2500,failed,2,US
Camera Equipment,Technology,20000,failed,10,US
Fiction,Publishing,500,failed,8,US
Art,Art,500,successful,23,GB
Drinks,Food,3000,canceled,0,US
Food,Food,6000,successful,41,US
Product Design,Design,375000,failed,7,US
Tabletop Games,Games,3100,failed,10,US
Children's Books,Publishing,6500,successful,67,US
Product Design,Design,7000,successful,42,US
Apps,Technology,25000,failed,2,FR
Plays,Theater,2000,successful,59,GB
Crafts,Crafts,500,failed,6,US
Video Games,Games,72000,failed,79,US
Thrillers,Film & Video,25000,failed,4,SE
Product Design,Design,3500,canceled,140,US
Apps,Technology,52000,canceled,0,US
Music,Music,1500,failed,9,US
Painting,Art,3500,failed,10,US
Shorts,Film & Video,5000,successful,48,GB
Classical Music,Music,6000,successful,164,US
Tabletop Games,Games,30000,failed,89,US
Makerspaces,Technology,435000,failed,31,MX
Hardware,Technology,135000,failed,14,AT
Accessories,Fashion,5000,canceled,32,US
Poetry,Publishing,1500,successful,118,US
Festivals,Theater,2000,successful,26,GB
Comedy,Theater,10000,successful,18,MX
Punk,Music,1000,failed,0,GB
Theater,Theater,750,successful,60,US
Webseries,Film & Video,2000,failed,4,US
Photography,Photography,230,failed,4,US
Webseries,Film & Video,9800,canceled,1,US
Technology,Technology,500000,failed,3,AT
Nonfiction,Publishing,3300,failed,43,US
Radio & Podcasts,Publishing,1500,successful,81,US
Apparel,Fashion,250000,canceled,0,SE
Music,Music,2500,failed,19,US
Community Gardens,Food,11000,failed,4,US
Video Games,Games,100,successful,13,NL
Children's Books,Publishing,27000,successful,1207,US
Theater,Theater,4910,successful,84,US
Webseries,Film & Video,3500,failed,7,US
Farms,Food,10000,failed,4,US
Tabletop Games,Games,15000,successful,645,US
Film & Video,Film & Video,25000,failed,1,US
Tabletop Games,Games,10800,successful,3397,US
Graphic Design,Design,2000,failed,0,CA
Shorts,Film & Video,5000,failed,2,US
Architecture,Design,1000,failed,6,AU
Games,Games,2000,canceled,12,US
Technology,Technology,7000,failed,15,US
Theater,Theater,5500,successful,108,US
Graphic Novels,Comics,800,successful,19,US
Fiction,Publishing,7000,failed,30,US
Film & Video,Film & Video,8500,failed,1,US
Live Games,Games,11000,canceled,1,US
Web,Technology,5000,failed,1,IE
Comics,Comics,33300,successful,833,US
Food Trucks,Food,4000,canceled,8,US
Horror,Film & Video,500,failed,1,CA
Hip-Hop,Music,5000,failed,0,US
Theater,Theater,5000,successful,79,US
Classical Music,Music,5000,successful,86,US
Video Games,Games,2500,failed,1,US
Video Games,Games,220000,failed,9,US
Animation,Film & Video,7000,successful,80,US
Shorts,Film & Video,2000,successful,52,US
Workshops,Dance,20000,failed,0,CA
Shorts,Film & Video,300,failed,7,US
Video Games,Games,30000,failed,78,US
Graphic Novels,Comics,3500,successful,162,US
Comic Books,Comics,1650,failed,20,US
Games,Games,10000,successful,287,CA
Children's Books,Publishing,3999,successful,51,US
Country & Folk,Music,1000,failed,3,US
Narrative Film,Film & Video,10000,successful,87,US
Rock,Music,535,successful,9,US
Tabletop Games,Games,5000,successful,459,GB
Rock,Music,40000,successful,1828,US
Art Books,Publishing,5380,failed,5,GB
Shorts,Film & Video,5000,successful,47,US
Video Games,Games,4000,failed,0,US
Music,Music,5500,successful,171,GB
Film & Video,Film & Video,1400,failed,0,US
Mixed Media,Art,400,failed,1,US
Country & Folk,Music,21000,successful,335,NZ
Jazz,Music,5000,successful,210,US
Farms,Food,5000,failed,0,US
Product Design,Design,5000,failed,29,US
Camera Equipment,Technology,24000,successful,271,US
Indie Rock,Music,250,successful,23,US
Food Trucks,Food,20000,failed,1,US
Fashion,Fashion,10000,failed,0,US
Comic Books,Comics,1250,successful,177,CA
Publishing,Publishing,10000,failed,24,US
Food,Food,1500,successful,31,US
Mixed Media,Art,50000,failed,0,GB
Shorts,Film & Video,100000,failed,3,CA
Apps,Technology,12500,failed,1,NL
Comic Books,Comics,4500,canceled,49,US
Children's Books,Publishing,14425,successful,410,US
Hardware,Technology,16000,failed,84,US
Tabletop Games,Games,8500,successful,382,US
Documentary,Film & Video,800,successful,34,US
Shorts,Film & Video,2000,canceled,2,US
Performance Art,Art,3550,successful,38,US
Shorts,Film & Video,4500,successful,56,NZ
Apps,Technology,50000,failed,2,CH
Nonfiction,Publishing,35000,failed,6,US
Crafts,Crafts,600,successful,32,US
Metal,Music,50000,successful,73,MX
Country & Folk,Music,3000,failed,6,US
Rock,Music,5000,successful,82,US
Technology,Technology,30000,failed,1,US
Indie Rock,Music,3500,successful,58,US
Country & Folk,Music,5000,successful,94,US
Experimental,Theater,5000,successful,43,CA
Music,Music,100,failed,0,GB
Product Design,Design,45000,canceled,13,US
Music,Music,3000,failed,0,US
Comedy,Film & Video,11500,successful,51,NZ
Country & Folk,Music,10000,failed,7,US
Country & Folk,Music,50000,successful,281,US
Dance,Dance,1500,successful,30,US
Film & Video,Film & Video,13000,failed,0,MX
Art,Art,300,successful,97,GB
Playing Cards,Games,250000,canceled,0,US
Spaces,Food,129780,failed,0,US
Documentary,Film & Video,42500,successful,2022,US
Product Design,Design,6500,failed,8,US
Documentary,Film & Video,30000,successful,538,GB
Performance Art,Art,10000,successful,71,US
Product Design,Design,30000,failed,64,US
Illustration,Art,9000,successful,281,US
Product Design,Design,2500,successful,33,US
Architecture,Design,5000,failed,4,AU
DIY,Crafts,80000,failed,2,IT
Design,Design,21500,successful,2779,US
Country & Folk,Music,7500,successful,69,US
Documentary,Film & Video,20000,failed,20,US
Children's Books,Publishing,6000,successful,118,US
Rock,Music,600,successful,10,US
Technology,Technology,75000,failed,3,US
Fashion,Fashion,200,failed,1,US
Playing Cards,Games,4000,canceled,10,US
Hip-Hop,Music,5000,failed,1,US
Sculpture,Art,500,failed,0,CA
Fiction,Publishing,8900,failed,4,SE
Food,Food,5500,failed,4,US
Indie Rock,Music,700,successful,34,US
Print,Journalism,10000,failed,9,US
Small Batch,Food,5000,failed,5,US
Classical Music,Music,6000,successful,56,US
Tabletop Games,Games,5000,successful,221,US
Apparel,Fashion,800,failed,0,US
Pop,Music,100,successful,6,GB
Festivals,Film & Video,10000,failed,0,US
Design,Design,2500,successful,83,US
Webseries,Film & Video,3500,failed,15,US
Music,Music,5000,successful,90,US
Graphic Novels,Comics,1500,successful,100,GB
Webseries,Film & Video,4000,failed,3,GB
Documentary,Film & Video,12500,successful,227,US
Digital Art,Art,1500,failed,8,US
Graphic Novels,Comics,1300,successful,33,US
Performances,Dance,2000,successful,28,US
Narrative Film,Film & Video,10000,failed,2,US
Crafts,Crafts,1000,failed,2,US
Product Design,Design,1000,failed,23,AU
Software,Technology,3000,failed,7,US
Candles,Crafts,10000,failed,1,US
Hip-Hop,Music,4000,successful,63,US
Rock,Music,25000,failed,3,CA
Apparel,Fashion,10000,failed,0,US
Design,Design,30000,successful,42,US
Tabletop Games,Games,14700,successful,342,US
Footwear,Fashion,200000,successful,278,DK
Webseries,Film & Video,500,successful,11,US
Drama,Film & Video,400,canceled,0,GB
Performance Art,Art,10000,failed,0,US
Nonfiction,Publishing,3400,failed,84,US
Documentary,Film & Video,30000,failed,3,US
Accessories,Fashion,20000,failed,4,IT
Rock,Music,27500,failed,0,US
Fashion,Fashion,15000,failed,1,GB
Apparel,Fashion,10000,failed,2,US
Apps,Technology,29500,failed,0,US
Apparel,Fashion,60000,canceled,1,GB
Film & Video,Film & Video,3000,failed,15,US
Robots,Technology,100,successful,4,US
Nonfiction,Publishing,20000,failed,41,US
Product Design,Design,8000,failed,1,US
Video Games,Games,500000,failed,0,US
Crafts,Crafts,650,failed,1,US
Video Games,Games,39000,successful,128,GB
DIY,Crafts,5000,failed,1,US
Product Design,Design,5000,successful,208,US
Product Design,Design,30000,failed,49,US
Photography,Photography,2100,failed,5,US
Conceptual Art,Art,8000,failed,0,US
Comedy,Film & Video,1000,successful,14,US
Documentary,Film & Video,8000,successful,180,US
Publishing,Publishing,5950,failed,0,US
Poetry,Publishing,100,successful,8,GB
Design,Design,5000,failed,0,US
Plays,Theater,3200,successful,93,US
Music,Music,450,successful,21,GB
Plays,Theater,3000,successful,60,US
Pop,Music,500,successful,12,US
Web,Technology,15000,successful,426,GB
Tabletop Games,Games,1000,successful,103,CA
Music,Music,8000,successful,117,US
Theater,Theater,10000,successful,71,US
Public Art,Art,20000,successful,145,US
Technology,Technology,10000,failed,81,US
Farms,Food,8000,successful,137,US
Drama,Film & Video,35000,failed,1,US
Experimental,Film & Video,6000,failed,1,US
Shorts,Film & Video,15000,failed,19,US
Film & Video,Film & Video,55000,successful,331,US
Events,Comics,1200,successful,62,US
Apps,Technology,34000,failed,1,CA
Webcomics,Comics,380,successful,29,US
Photobooks,Photography,60000,successful,623,US
Product Design,Design,20000,successful,639,US
Theater,Theater,5000,successful,63,US
Poetry,Publishing,250,successful,10,US
Anthologies,Comics,2000,successful,72,US
Film & Video,Film & Video,3500,failed,6,US
Performance Art,Art,1800,failed,18,US
Video Games,Games,20000,failed,82,GB
Product Design,Design,50000,canceled,14,IT
Shorts,Film & Video,10000,successful,141,CA
Animation,Film & Video,10000,successful,180,US
Games,Games,2000,successful,264,US
Software,Technology,125000,failed,3,US
Documentary,Film & Video,6000,successful,174,US
Children's Books,Publishing,7000,successful,181,US
Graphic Design,Design,6000,failed,18,US
Fashion,Fashion,200,failed,4,US
Video Games,Games,30000,canceled,8,US
Dance,Dance,20000,successful,163,US
Webseries,Film & Video,2000,failed,10,US
Dance,Dance,35000,successful,121,US
Video Games,Games,300000,failed,22,US
Video Games,Games,600,successful,256,US
Food Trucks,Food,25000,failed,1,US
World Music,Music,3500,successful,80,US
Jazz,Music,6500,failed,0,US
Product Design,Design,1000,successful,125,US
Nonfiction,Publishing,7000,successful,212,US
Theater,Theater,3000,successful,52,US
Fashion,Fashion,2000,successful,98,US
Product Design,Design,20000,successful,83,US
Children's Books,Publishing,5000,successful,143,US
Indie Rock,Music,2250,successful,76,US
Technology,Technology,20000,successful,442,US
Food,Food,10000,successful,199,US
Indie Rock,Music,600,successful,50,US
Music,Music,20000,successful,58,US
Indie Rock,Music,10000,successful,139,US
Apparel,Fashion,25000,failed,1,US
Film & Video,Film & Video,10000,failed,7,US
Shorts,Film & Video,7000,successful,122,US
Community Gardens,Food,7500,failed,53,US
Webseries,Film & Video,500,canceled,0,GB
Live Games,Games,12000,failed,2,US
Product Design,Design,2500,failed,46,US
Rock,Music,400,successful,22,US
Product Design,Design,25000,failed,25,CA
Journalism,Journalism,8000,canceled,0,US
Video Games,Games,70000,failed,2,US
Shorts,Film & Video,2500,failed,1,US
Hip-Hop,Music,4000,failed,5,US
Film & Video,Film & Video,2000,successful,65,GB
People,Photography,8000,failed,0,US
Playing Cards,Games,7000,successful,260,US
Product Design,Design,8000,failed,57,US
Software,Technology,65000,failed,1,DE
Tabletop Games,Games,70000,successful,1569,GB
Farms,Food,2000,successful,25,US
Indie Rock,Music,4000,failed,6,US
Music,Music,3850,successful,44,US
Narrative Film,Film & Video,100,successful,9,US
Theater,Theater,750,failed,8,US
Food,Food,8500,failed,38,US
Theater,Theater,3000,failed,2,US
Theater,Theater,1650,successful,55,US
Webseries,Film & Video,2500,successful,57,US
Footwear,Fashion,946870,successful,118,JP
Indie Rock,Music,1200,failed,6,US
Art,Art,1000,successful,24,US
Comic Books,Comics,4321,failed,7,US
Product Design,Design,25000,successful,651,US
Indie Rock,Music,6500,successful,78,US
Software,Technology,100,failed,0,AT
Documentary,Film & Video,75000,failed,5,US
Food,Food,100,successful,4,US
Nonfiction,Publishing,4000,successful,57,US
Product Design,Design,5500,failed,21,US
Narrative Film,Film & Video,25000,successful,256,US
Tabletop Games,Games,30000,successful,2814,US
Theater,Theater,50000,failed,0,US
Public Art,Art,72169,canceled,7,US
Shorts,Film & Video,3000,successful,56,US
Publishing,Publishing,50000,failed,2,US
Academic,Publishing,2400,failed,0,CA
Mobile Games,Games,45000,failed,1,US
Conceptual Art,Art,500,successful,17,GB
Apparel,Fashion,10000,failed,1,US
Fashion,Fashion,55000,canceled,1,SE
Painting,Art,20000,failed,2,US
Tabletop Games,Games,750,failed,4,CA
Graphic Design,Design,700,successful,38,US
Wearables,Technology,250000,failed,8,US
Cookbooks,Food,20000,canceled,30,US
Food,Food,100,canceled,0,CA
Software,Technology,2000,failed,20,US
Fashion,Fashion,400,canceled,8,GB
World Music,Music,5000,failed,0,US
Children's Books,Publishing,5500,failed,1,US
Video Games,Games,20000,failed,26,GB
Product Design,Design,10000,successful,98,US
Web,Technology,6000,failed,0,US
Events,Food,1500,failed,1,US
Camera Equipment,Technology,18000,successful,287,US
Fiction,Publishing,3000,successful,197,US
Hardware,Technology,7000,failed,82,US
Dance,Dance,3000,successful,69,US
Video Games,Games,28800,failed,5,US
Product Design,Design,5000,failed,51,GB
Fashion,Fashion,8000,failed,34,US
Art,Art,2000,successful,195,US
Restaurants,Food,8000,failed,12,GB
Drinks,Food,20000,successful,104,US
Art Books,Publishing,10000,successful,218,US
Digital Art,Art,38000,successful,565,SE
Film & Video,Film & Video,1870000,canceled,7,US
Webseries,Film & Video,100000,canceled,2,US
Documentary,Film & Video,2500,failed,0,US
Painting,Art,350000,failed,4,US
Festivals,Film & Video,2700,failed,2,US
Product Design,Design,10000,failed,1,US
Tabletop Games,Games,7500,failed,134,US
Narrative Film,Film & Video,3000,successful,59,US
Product Design,Design,10000,successful,22,GB
Tabletop Games,Games,10000,failed,15,US
DIY Electronics,Technology,1500,successful,36,US
Shorts,Film & Video,5000,successful,50,US
Food,Food,9000,failed,3,US
Documentary,Film & Video,22222,canceled,3,US
Food,Food,13000,successful,179,US
Product Design,Design,22000,failed,27,US
Apps,Technology,25000,canceled,9,CA
Gadgets,Technology,10000,successful,245,FR
Film & Video,Film & Video,5000,successful,78,US
Documentary,Film & Video,1,successful,9,GB
Apparel,Fashion,20000,successful,110,US
Robots,Technology,100000,successful,242,US
Publishing,Publishing,3000,successful,67,US
Mixed Media,Art,275,failed,10,US
Public Art,Art,3960,failed,36,US
Action,Film & Video,10000,failed,5,US
Technology,Technology,20000,successful,1229,US
Tabletop Games,Games,8250,successful,110,US
Country & Folk,Music,3000,successful,71,US
Illustration,Art,69000,successful,202,MX
Web,Technology,20000,successful,62,US
Design,Design,1500,successful,51,US
Architecture,Design,600000,failed,4,IE
Digital Art,Art,10000,failed,0,US
Fashion,Fashion,1200,successful,27,US
World Music,Music,4500,successful,85,US
Photography,Photography,1500,failed,9,US
Design,Design,1200,successful,30,US
Narrative Film,Film & Video,60000,failed,4,US
Documentary,Film & Video,250000,failed,8,US
Narrative Film,Film & Video,69000,failed,0,US
Documentary,Film & Video,12000,canceled,8,US
Software,Technology,10000,failed,3,AT
Product Design,Design,40000,successful,1006,US
Fiction,Publishing,500,successful,22,US
Illustration,Art,500,successful,36,US
Film & Video,Film & Video,500,successful,6,US
Spaces,Theater,75000,failed,0,US
Apparel,Fashion,700,successful,27,US
Animation,Film & Video,4500,successful,137,US
Photography,Photography,115000,failed,15,US
Art,Art,1000,canceled,12,US
Documentary,Film & Video,6000,successful,60,US
R&B,Music,7000,failed,3,US
Apps,Technology,25000,failed,9,US
Product Design,Design,45000,failed,33,US
Indie Rock,Music,1500,failed,0,US
Children's Books,Publishing,3500,successful,83,US
Comics,Comics,1800,failed,13,US
World Music,Music,8000,successful,63,US
Shorts,Film & Video,2500,successful,39,US
Shorts,Film & Video,1700,successful,17,US
R&B,Music,10000,failed,22,US
Fashion,Fashion,1000,failed,4,US
Faith,Music,65000,successful,1141,US
Photography,Photography,2000,failed,10,GB
