customerid,tenure,phoneservice,internetservice,contract,paperlessbilling,paymentmethod,monthlycharges,totalcharges,churn
2074-GKOWZ,2,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.55,185.55,True
0376-YMCJC,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.60,1943.20,True
6100-FJZDG,26,Yes,No,One year,Yes,Bank transfer (automatic),20.05,505.90,False
4829-ZLJTK,72,Yes,Fiber optic,Two year,Yes,Electronic check,112.40,8046.85,False
1730-VFMWO,34,Yes,DSL,Month-to-month,No,Bank transfer (automatic),50.20,1815.30,False
7143-BQIBA,10,Yes,DSL,Month-to-month,No,Bank transfer (automatic),62.25,612.95,False
3800-LYTRK,14,Yes,DSL,One year,No,Mailed check,55.70,795.15,False
0634-SZPQA,23,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),90.05,2169.80,True
9646-NMHXE,47,Yes,No,Two year,No,Mailed check,19.65,973.10,False
7030-NJVDP,24,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.25,2210.20,False
5536-RTPWK,49,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),99.05,4853.75,True
8883-GRDWQ,20,Yes,DSL,One year,No,Mailed check,54.00,1055.90,False
6166-ILMNY,2,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),69.75,144.55,True
3097-NNSPB,2,Yes,DSL,Month-to-month,Yes,Credit card (automatic),49.05,91.10,True
7771-ZONAT,22,No,DSL,Two year,No,Bank transfer (automatic),56.75,1304.85,False
0655-RBDUG,7,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),98.05,713.00,True
2111-DWYHN,1,Yes,No,Month-to-month,No,Mailed check,21.10,21.10,False
4194-WHFCB,59,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),96.65,5580.80,False
4121-AGSIN,58,Yes,No,One year,Yes,Credit card (automatic),24.50,1497.90,False
4361-BKAXE,41,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),114.50,4527.45,True
9845-PEEKO,59,Yes,Fiber optic,Two year,Yes,Credit card (automatic),79.20,4590.35,False
0455-XFASS,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.55,200.20,False
0301-KOBTQ,32,Yes,No,Two year,Yes,Bank transfer (automatic),20.05,614.45,False
1751-NCDLI,46,Yes,Fiber optic,Month-to-month,Yes,Electronic check,98.85,4564.90,False
4367-NUYAO,0,Yes,No,Two year,No,Mailed check,25.75,0.00,False
9878-TNQGW,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.95,171.15,True
9170-ARBTB,52,Yes,No,One year,No,Credit card (automatic),19.60,1012.40,False
4441-NIHPT,13,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.30,940.35,True
8999-BOHSE,11,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),89.70,1047.70,True
7241-AJHFS,32,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),87.65,2766.40,False
7029-RPUAV,17,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),100.45,1622.45,True
4546-FOKWR,16,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),74.75,1129.35,False
9036-CSKBW,51,Yes,Fiber optic,One year,No,Bank transfer (automatic),107.45,5680.90,False
5832-TRLPB,29,Yes,DSL,One year,Yes,Bank transfer (automatic),75.35,2243.90,False
8590-YFFQO,70,Yes,DSL,Two year,No,Credit card (automatic),64.95,4523.25,False
8659-IOOPU,71,Yes,Fiber optic,Two year,No,Electronic check,100.45,7159.70,False
1338-CECEE,41,Yes,DSL,One year,No,Bank transfer (automatic),68.50,2839.95,False
7439-DKZTW,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.55,80.55,False
4646-QZXTF,7,Yes,DSL,Month-to-month,No,Bank transfer (automatic),81.25,580.10,False
4607-CHPCA,25,Yes,Fiber optic,One year,Yes,Electronic check,90.40,2178.60,True
9742-XOKTS,67,Yes,Fiber optic,One year,No,Electronic check,89.55,6038.55,False
6921-OZMFH,5,Yes,DSL,Month-to-month,Yes,Mailed check,55.70,259.40,False
9578-FOMUK,15,Yes,No,Month-to-month,Yes,Electronic check,24.80,324.15,False
4712-UYOOI,20,Yes,No,Month-to-month,No,Electronic check,20.00,417.65,False
8824-RWFXJ,3,Yes,DSL,Month-to-month,Yes,Mailed check,56.15,168.15,True
7722-CVFXN,54,Yes,Fiber optic,One year,Yes,Electronic check,105.20,5637.85,False
8717-VCTXJ,42,Yes,No,One year,Yes,Mailed check,19.55,839.40,False
7363-QTBIW,9,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.75,769.10,False
4159-NAAIX,63,Yes,Fiber optic,Two year,No,Bank transfer (automatic),97.45,6253.00,False
0971-QIFJK,69,Yes,No,Two year,No,Bank transfer (automatic),24.25,1641.80,False
9397-TZSHA,69,Yes,No,Two year,No,Credit card (automatic),24.60,1678.05,False
3391-JSQEW,40,Yes,DSL,Month-to-month,Yes,Mailed check,50.15,2058.50,False
0343-QLUZP,60,No,DSL,Two year,No,Bank transfer (automatic),39.60,2424.50,False
9763-PDTKK,4,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),94.40,387.20,True
2176-LVPNX,71,Yes,DSL,Two year,No,Mailed check,89.85,6293.45,False
7627-JKIAZ,37,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),78.95,2839.65,True
3312-UUMZW,32,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),98.85,3145.90,False
1271-UODNO,39,Yes,DSL,Two year,Yes,Credit card (automatic),53.85,2200.70,False
8461-EFQYM,38,Yes,No,One year,Yes,Electronic check,24.25,914.40,False
6900-RBKER,52,Yes,Fiber optic,Two year,Yes,Credit card (automatic),89.45,4577.75,False
6891-JPYFF,48,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),105.25,4997.50,False
1459-QNFQT,70,No,DSL,Two year,No,Bank transfer (automatic),59.50,4144.80,False
1047-NNCBF,20,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),70.55,1493.55,False
3696-XRIEN,50,Yes,DSL,One year,Yes,Credit card (automatic),82.50,4179.10,False
4081-DYXAV,19,No,DSL,One year,Yes,Credit card (automatic),44.85,893.55,True
0074-HDKDG,25,Yes,DSL,One year,Yes,Bank transfer (automatic),61.60,1611.00,False
8791-GFXLZ,12,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),49.05,593.05,False
8111-SLLHI,39,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.65,4284.80,True
0927-LCSMG,7,Yes,Fiber optic,Month-to-month,No,Mailed check,74.65,544.55,True
9330-DHBFL,23,Yes,DSL,One year,Yes,Mailed check,66.25,1533.80,False
0098-BOWSO,27,Yes,No,Month-to-month,Yes,Electronic check,19.40,529.80,False
3452-ABWRL,47,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),86.05,3865.60,False
5859-HZYLF,26,Yes,No,Two year,Yes,Credit card (automatic),19.15,515.75,False
8257-RZAHR,14,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),64.70,941.00,True
5293-WXJAK,11,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),104.05,1133.65,True
3156-QLHBO,2,Yes,No,Month-to-month,No,Mailed check,19.25,48.35,False
2208-NQBCT,26,Yes,Fiber optic,Month-to-month,No,Electronic check,81.95,2070.05,False
1779-PWPMG,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.65,8333.95,False
6621-NRZAK,63,Yes,No,Two year,No,Credit card (automatic),20.00,1209.25,False
0831-JNISG,71,Yes,No,Two year,No,Mailed check,19.80,1396.25,False
0774-IFUVM,11,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),65.15,723.35,False
3082-WQRVY,14,Yes,No,One year,No,Mailed check,19.65,228.65,False
9553-DLCLU,13,Yes,DSL,Two year,No,Credit card (automatic),88.95,1161.75,False
1641-BYBTK,6,Yes,No,Month-to-month,Yes,Mailed check,20.20,98.35,False
2460-NGXBJ,11,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),75.20,775.30,False
2446-ZKVAF,18,Yes,DSL,Month-to-month,No,Credit card (automatic),56.80,1074.65,False
0841-NULXI,1,No,DSL,Month-to-month,Yes,Electronic check,35.55,35.55,True
3522-CDKHF,32,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),75.50,2324.70,False
1430-SFQSA,29,No,DSL,One year,No,Mailed check,35.60,1072.60,False
0411-EZJZE,3,Yes,DSL,Month-to-month,Yes,Electronic check,60.25,170.50,False
7851-WZEKY,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.15,196.90,True
8844-TONUD,13,Yes,Fiber optic,Month-to-month,Yes,Mailed check,96.65,1162.85,True
8807-ARQET,41,No,DSL,Month-to-month,Yes,Electronic check,40.35,1677.85,False
8992-CEUEN,1,Yes,No,Month-to-month,No,Electronic check,18.85,18.85,False
4320-QMLLA,7,Yes,DSL,Month-to-month,No,Mailed check,54.85,370.40,False
8777-PVYGU,52,Yes,DSL,One year,Yes,Mailed check,64.30,3410.60,False
8292-ITGYJ,45,Yes,No,Two year,Yes,Bank transfer (automatic),24.65,1138.80,False
6870-ZWMNX,70,Yes,DSL,Two year,No,Credit card (automatic),76.10,5264.25,False
0621-CXBKL,53,Yes,No,Two year,No,Mailed check,18.70,1005.70,False
5268-DSMNQ,62,Yes,Fiber optic,One year,Yes,Credit card (automatic),97.95,5936.55,False
5334-JLAXU,60,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),94.10,5475.90,False
4086-YQSNZ,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.40,224.05,True
6242-MBHPK,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,95.10,2326.05,False
5868-CZJDR,1,No,DSL,Month-to-month,Yes,Mailed check,31.35,31.35,True
9359-UGBTK,67,Yes,DSL,One year,Yes,Bank transfer (automatic),72.35,4991.50,False
0135-NMXAP,12,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.75,1052.40,True
4782-OSFXZ,71,Yes,DSL,Two year,Yes,Bank transfer (automatic),82.70,5831.20,False
6479-OAUSD,25,Yes,No,One year,No,Credit card (automatic),19.90,510.80,False
7129-ACFOG,5,Yes,DSL,Month-to-month,Yes,Electronic check,53.80,283.95,False
4189-NAKJS,26,Yes,DSL,One year,Yes,Credit card (automatic),51.55,1295.40,False
5562-BETPV,1,Yes,No,One year,No,Mailed check,19.65,19.65,False
1282-IHQAC,70,No,DSL,One year,Yes,Credit card (automatic),44.05,3011.65,False
9127-FHJBZ,72,Yes,Fiber optic,Two year,Yes,Electronic check,114.00,8093.15,False
6270-OMFIW,60,Yes,Fiber optic,One year,Yes,Electronic check,94.40,5610.25,True
1641-RQDAY,32,Yes,Fiber optic,Month-to-month,Yes,Electronic check,100.40,3217.65,False
0107-WESLM,1,Yes,No,Month-to-month,Yes,Electronic check,19.85,19.85,True
6994-ORCWG,14,Yes,DSL,One year,Yes,Mailed check,54.25,773.20,False
1346-UFHAX,13,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),80.00,1029.35,False
3992-YWPKO,6,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),109.90,669.45,True
2933-XEUJM,46,Yes,DSL,Two year,No,Mailed check,79.20,3593.80,False
0125-LZQXK,15,Yes,Fiber optic,Month-to-month,Yes,Electronic check,101.35,1553.95,True
5461-QKNTN,43,Yes,Fiber optic,Month-to-month,Yes,Electronic check,94.30,3953.15,False
4835-YSJMR,39,Yes,DSL,Two year,Yes,Bank transfer (automatic),49.80,1971.15,False
8399-YNDCH,21,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),60.05,1236.15,True
3164-YAXFY,57,No,DSL,Month-to-month,Yes,Electronic check,53.75,3196.00,False
0887-WBJVH,53,Yes,Fiber optic,One year,Yes,Electronic check,93.45,4872.20,False
4660-IRIBM,18,Yes,Fiber optic,Month-to-month,Yes,Mailed check,87.90,1500.50,False
5673-FSSMF,1,Yes,DSL,Month-to-month,Yes,Electronic check,60.15,60.15,True
7670-ZBPOQ,58,Yes,DSL,One year,Yes,Bank transfer (automatic),61.05,3478.75,False
8089-UZWLX,71,Yes,Fiber optic,Two year,No,Bank transfer (automatic),104.05,7413.55,False
0080-OROZO,35,Yes,Fiber optic,One year,Yes,Electronic check,99.25,3532.00,False
3916-NRPAP,3,Yes,Fiber optic,Month-to-month,No,Credit card (automatic),85.70,256.75,False
6807-SIWJI,38,Yes,Fiber optic,One year,Yes,Electronic check,104.85,3887.25,False
8221-HVAYI,35,Yes,DSL,Two year,Yes,Credit card (automatic),69.15,2490.15,False
1579-KLYDT,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.45,593.45,True
5232-NXPAY,47,Yes,DSL,Two year,No,Mailed check,74.45,3510.30,False
8967-SZQAS,14,Yes,DSL,Month-to-month,No,Electronic check,50.45,765.45,False
4468-KAZHE,20,Yes,DSL,Month-to-month,Yes,Electronic check,60.00,1259.35,False
0455-ENTCR,66,Yes,DSL,Two year,No,Electronic check,85.25,5538.35,False
8944-AILEF,15,Yes,No,Month-to-month,Yes,Credit card (automatic),19.45,340.85,False
5542-NKVRU,42,Yes,No,Two year,Yes,Bank transfer (automatic),20.75,844.45,False
7126-RBHSD,17,Yes,Fiber optic,Month-to-month,No,Electronic check,78.90,1348.95,False
5370-IIVVL,37,Yes,Fiber optic,One year,Yes,Credit card (automatic),104.50,3778.00,False
6789-HJBWG,12,Yes,DSL,Month-to-month,Yes,Electronic check,49.40,611.65,False
3927-NLNRY,53,Yes,Fiber optic,One year,Yes,Bank transfer (automatic),94.25,4867.95,True
9087-EYCPR,60,Yes,No,Two year,No,Mailed check,25.00,1505.05,False
6791-YBNAK,18,No,DSL,Month-to-month,No,Credit card (automatic),25.55,467.85,False
6358-LYNGM,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,74.90,74.90,True
6077-BDPXA,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,70.15,194.20,False
0013-MHZWF,9,Yes,DSL,Month-to-month,Yes,Credit card (automatic),69.40,571.45,False
5494-HECPR,1,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.25,80.25,True
8268-YDIXR,56,Yes,Fiber optic,One year,Yes,Electronic check,93.15,5253.95,False
9824-BEMCV,17,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.00,1149.65,True
1373-ORVIZ,11,Yes,DSL,Month-to-month,Yes,Electronic check,66.35,740.80,True
4291-SHSBH,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,69.55,521.35,False
6980-IMXXE,69,Yes,No,Two year,No,Bank transfer (automatic),20.20,1412.65,False
9866-QEVEE,19,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),86.00,1532.45,True
9897-KXHCM,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.30,250.05,True
0040-HALCW,54,Yes,No,Two year,No,Credit card (automatic),20.40,1090.60,False
0784-GTUUK,62,Yes,No,One year,Yes,Credit card (automatic),23.75,1446.80,False
7979-CORPM,24,Yes,Fiber optic,Month-to-month,Yes,Credit card (automatic),90.55,2282.55,True
2294-DMMUS,62,Yes,DSL,Month-to-month,Yes,Credit card (automatic),70.45,4300.45,False
0872-JCPIB,17,Yes,DSL,Month-to-month,No,Bank transfer (automatic),65.75,1111.20,False
3055-MJDSB,9,No,DSL,Month-to-month,Yes,Mailed check,24.60,190.10,False
9091-WTUUY,64,Yes,DSL,Two year,No,Mailed check,69.25,4447.75,False
1618-CFHME,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,75.90,143.35,True
3165-HDOEW,1,Yes,DSL,Month-to-month,Yes,Mailed check,45.85,45.85,True
6581-NQCBA,16,No,DSL,Month-to-month,Yes,Electronic check,49.95,810.20,True
7115-IRDHS,72,Yes,No,Two year,No,Bank transfer (automatic),24.65,1830.05,False
8496-DMZUK,30,Yes,Fiber optic,One year,No,Bank transfer (automatic),90.40,2820.65,False
2040-VZIKE,49,Yes,Fiber optic,Month-to-month,Yes,Mailed check,100.85,4847.35,False
9068-VPWQQ,61,Yes,DSL,Two year,No,Credit card (automatic),75.35,4729.30,False
0178-SZBHO,47,Yes,Fiber optic,Month-to-month,No,Electronic check,87.20,4017.45,False
0384-RVBPI,20,Yes,DSL,Month-to-month,No,Credit card (automatic),64.40,1398.60,False
1689-MRZQR,34,Yes,Fiber optic,Month-to-month,No,Electronic check,78.30,2564.30,True
1299-AURJA,70,Yes,No,Two year,No,Bank transfer (automatic),24.70,1685.90,False
4525-VZCZG,54,Yes,Fiber optic,One year,Yes,Electronic check,105.85,5826.65,False
1543-LLLFT,61,Yes,Fiber optic,One year,Yes,Mailed check,98.30,6066.55,False
5835-BEQEU,3,Yes,Fiber optic,Month-to-month,Yes,Electronic check,76.95,228.40,True
2788-CJQAQ,13,Yes,No,One year,No,Mailed check,19.45,270.20,False
5565-FILXA,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,96.15,1529.20,True
0319-QZTCO,3,Yes,DSL,Month-to-month,Yes,Credit card (automatic),58.70,168.60,False
2120-SMPEX,25,Yes,No,Month-to-month,Yes,Mailed check,20.15,536.35,False
0096-FCPUF,30,Yes,DSL,Month-to-month,Yes,Mailed check,64.50,1888.45,False
0668-OGMHD,21,No,DSL,Month-to-month,No,Electronic check,28.50,629.35,False
5552-ZNFSJ,1,Yes,DSL,Month-to-month,No,Electronic check,45.30,45.30,True
2223-KAGMX,15,Yes,No,Month-to-month,No,Bank transfer (automatic),19.40,289.30,True
6507-ZJSUR,23,Yes,Fiber optic,Month-to-month,Yes,Electronic check,90.45,2117.25,False
9408-HRXRK,45,Yes,Fiber optic,Month-to-month,Yes,Electronic check,105.15,4730.90,False
5593-SUAOO,24,Yes,Fiber optic,One year,No,Bank transfer (automatic),83.15,2033.05,False
7321-PKUYW,11,Yes,Fiber optic,Month-to-month,No,Electronic check,90.15,987.95,True
2833-SLKDQ,1,Yes,DSL,Month-to-month,No,Mailed check,45.05,45.05,True
6766-HFKLA,56,Yes,Fiber optic,Two year,No,Bank transfer (automatic),103.20,5744.35,False
7595-EUIVN,1,Yes,Fiber optic,Month-to-month,No,Electronic check,75.80,75.80,True
7617-EYGLW,1,Yes,No,Month-to-month,No,Electronic check,19.45,19.45,False
2026-TGDHM,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,79.30,523.15,True
9220-ZNKJI,55,Yes,Fiber optic,Two year,No,Credit card (automatic),88.80,4805.30,False
4030-VPZBD,2,No,DSL,Month-to-month,Yes,Electronic check,30.90,59.05,True
2226-ICFDO,72,Yes,DSL,Two year,Yes,Credit card (automatic),85.90,6110.75,False
0723-VSOBE,45,No,DSL,One year,No,Electronic check,34.20,1596.60,False
5529-GIBVH,47,Yes,No,Two year,No,Mailed check,20.15,1046.20,False
4187-CINZD,46,Yes,Fiber optic,One year,No,Credit card (automatic),95.25,4424.20,True
9992-UJOEL,2,Yes,DSL,Month-to-month,Yes,Mailed check,50.30,92.75,False
4741-WWJQZ,2,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.15,194.55,False
6625-UTXEW,12,Yes,DSL,Month-to-month,Yes,Electronic check,51.25,612.10,False
6818-WOBHJ,68,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),89.60,6127.60,True
6244-BESBM,69,Yes,Fiber optic,Two year,Yes,Credit card (automatic),95.20,6671.70,False
1004-NOZNR,56,Yes,Fiber optic,One year,No,Credit card (automatic),94.80,5264.30,False
1251-STYSZ,4,Yes,Fiber optic,Month-to-month,Yes,Electronic check,80.25,303.70,False
2612-PHGOX,64,Yes,DSL,Two year,Yes,Bank transfer (automatic),76.10,4818.80,False
2408-TZMJL,59,Yes,Fiber optic,One year,Yes,Electronic check,110.15,6448.05,True
8480-PPONV,62,Yes,Fiber optic,Two year,No,Bank transfer (automatic),115.55,7159.05,False
8780-IHCRN,63,Yes,No,Two year,No,Credit card (automatic),24.65,1574.50,False
4598-ZADCK,53,No,DSL,One year,Yes,Electronic check,53.60,2879.20,False
1257-SXUXQ,5,Yes,No,Month-to-month,No,Mailed check,19.45,86.05,False
9681-KYGYB,49,Yes,Fiber optic,Month-to-month,Yes,Electronic check,88.20,4159.45,False
7182-OVLBJ,62,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),101.15,6638.35,False
5095-ETBRJ,55,Yes,DSL,Two year,No,Mailed check,56.80,3112.05,False
7005-CYUIL,71,Yes,Fiber optic,Two year,Yes,Electronic check,99.40,7168.25,False
4821-WQOYN,72,Yes,No,Two year,Yes,Credit card (automatic),20.10,1326.25,False
4730-AWNAU,36,No,DSL,One year,No,Credit card (automatic),60.70,2234.55,False
3452-FLHYD,25,Yes,No,One year,Yes,Bank transfer (automatic),20.95,495.15,False
2388-LAESQ,72,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),114.85,8317.95,False
9531-NSBMR,36,Yes,No,One year,Yes,Bank transfer (automatic),19.25,679.80,False
6260-ONULR,1,Yes,DSL,Month-to-month,Yes,Mailed check,62.80,62.80,False
4389-UEFCZ,72,Yes,Fiber optic,Two year,Yes,Electronic check,105.50,7544.00,False
8711-LOBKY,59,Yes,No,Two year,No,Mailed check,19.85,1188.25,False
9134-CEQMF,7,Yes,Fiber optic,Month-to-month,Yes,Electronic check,89.50,676.70,True
8985-OOPOS,1,Yes,DSL,One year,No,Credit card (automatic),74.10,74.10,False
8800-ZKRFW,30,Yes,Fiber optic,Month-to-month,Yes,Electronic check,107.50,3242.50,False
2616-FLVQC,64,Yes,No,Two year,No,Mailed check,19.55,1240.15,False
9968-FFVVH,63,Yes,DSL,One year,No,Bank transfer (automatic),68.80,4111.35,False
3108-PCCGG,72,Yes,DSL,Two year,No,Credit card (automatic),84.45,5899.85,False
7993-PYKOF,8,Yes,Fiber optic,Month-to-month,No,Electronic check,75.00,632.95,True
8390-FESFV,62,Yes,DSL,Two year,No,Bank transfer (automatic),84.50,5193.20,False
3022-BEXHZ,67,Yes,Fiber optic,Two year,Yes,Bank transfer (automatic),111.20,7530.80,False
5027-XWQHA,6,Yes,DSL,Month-to-month,No,Electronic check,44.75,270.95,True
6248-TKCQV,70,Yes,DSL,Two year,Yes,Bank transfer (automatic),80.60,5460.20,False
6729-GDNGC,20,Yes,Fiber optic,Month-to-month,No,Bank transfer (automatic),80.70,1614.20,False
6198-ZFIOJ,5,Yes,Fiber optic,Month-to-month,No,Electronic check,75.60,402.50,False
5989-OMNJE,24,No,DSL,One year,No,Electronic check,57.60,1367.75,False
4566-QVRRW,11,Yes,DSL,Month-to-month,Yes,Electronic check,44.05,483.70,True
1291-CUOCY,72,Yes,Fiber optic,Two year,Yes,Credit card (automatic),110.60,7962.20,False
9795-SHUHB,66,Yes,DSL,Two year,Yes,Credit card (automatic),58.20,3810.80,False
3230-IUALN,45,Yes,DSL,Two year,Yes,Mailed check,81.00,3533.60,False
0042-RLHYP,69,Yes,No,Two year,No,Bank transfer (automatic),19.70,1396.90,False
8519-IMDHU,15,Yes,Fiber optic,Month-to-month,Yes,Bank transfer (automatic),85.60,1345.55,True
4945-RVMTE,28,Yes,DSL,Month-to-month,Yes,Bank transfer (automatic),59.55,1646.45,False
0201-OAMXR,70,Yes,Fiber optic,One year,No,Credit card (automatic),115.55,8127.60,True
1866-NXPSP,36,Yes,DSL,One year,Yes,Mailed check,75.55,2680.15,False
3372-KWFBM,16,Yes,Fiber optic,Month-to-month,Yes,Electronic check,86.60,1281.00,True
7831-QGOXH,18,Yes,Fiber optic,Month-to-month,Yes,Electronic check,85.20,1553.90,True
6393-WRYZE,34,Yes,Fiber optic,Month-to-month,Yes,Electronic check,97.65,3207.55,True
3941-XTSKM,42,No,DSL,One year,Yes,Credit card (automatic),45.10,2049.05,False
1661-CZBAU,48,Yes,DSL,One year,Yes,Bank transfer (automatic),70.95,3629.20,False
6599-RCLCJ,47,Yes,Fiber optic,Month-to-month,Yes,Electronic check,109.55,5124.55,True
9831-BPFRI,39,Yes,Fiber optic,One year,Yes,Electronic check,89.55,3474.45,True
5158-RIVOP,11,Yes,No,Two year,No,Credit card (automatic),20.90,202.30,False
9788-YTFGE,7,Yes,No,Month-to-month,Yes,Mailed check,19.95,147.50,False
9277-JOOMO,3,Yes,No,Month-to-month,No,Mailed check,24.60,86.35,False
1907-YLNYW,8,Yes,DSL,Month-to-month,Yes,Electronic check,66.70,579.00,False
1725-MIMXW,1,Yes,No,Month-to-month,Yes,Mailed check,19.45,19.45,True
8947-YRTDV,32,Yes,Fiber optic,One year,No,Mailed check,94.80,3131.55,False
3161-ONRWK,60,Yes,DSL,One year,Yes,Bank transfer (automatic),65.85,3928.30,False
