Manufacturer Name,NDC Number,Drug Product Description,Date Introduced to Market,WAC at Introduction,Marketing/Pricing Plan Description,Marketing/Pricing Plan Non-Public Indicator,Estimated Number of Patients,Breakthrough Therapy Indicator,Priority Review Indicator,Acquisition Date,Acquisition Price,Acquisition Price Non-Public Indicator,Acquisition Price Comment,General Comments,Supporting Documents
"Glenmark Pharmaceuticals Inc., USA",68462060994,"Pimecrolimus Cream, 1%",2019-09-24,845.4300,,1,,,,,,,,"Marketing/Pricing Plan not in the public domain or publically available.  Estimated patients not known, however IQVIA data for the 12 months ending August 2019 is 445,483 prescriptions for Pimecrolimus cream,1%.  Acquisition fields left blank as drug was developed by Glenmark.",
"Pharmaceutical Associates, Inc",00121168040,Potassium Chloride Oral Solution,2019-04-05,507.2000,Marketing is done periodically in Pharmaceutical Trade Magazines Pricing plan is to remain competitive as determined by our pricing committee,,,,,,,,,"Pharmaceutical Associates, Inc did not acquire the drug. This is our formulation that we submitted an ANDA to manufacture",
"Pharmaceutical Associates, Inc",00121168000,Potassium Chloride Oral Solution,2019-04-05,1205.0000,Marketing is done periodically in Pharmaceutical Trade Magazines Pricing plan is to remain competitive as determined by our pricing committee,,,,,,,,,"Pharmaceutical Associates, Inc did not acquire the drug. This is our formulation that we submitted an ANDA to manufacture",
"Pharmaceutical Associates, Inc",00121252000,Potassium Chloride Oral Solution,2019-04-05,1849.0000,Marketing is done periodically in Pharmaceutical Trade Magazines Pricing plan is to remain competitive as determined by our pricing committee,,,,,,,,,"Pharmaceutical Associates, Inc did not acquire the drug. This is our formulation that we submitted an ANDA to manufacture",
"Pharmaceutical Associates, Inc",00121252040,Potassium Chloride Oral Solution,2019-04-05,779.6000,Marketing is done periodically in Pharmaceutical Trade Magazines Pricing plan is to remain competitive as determined by our pricing committee,,,,,,,,,"Pharmaceutical Associates, Inc did not acquire the drug. This is our formulation that we submitted an ANDA to manufacture",
Celgene,59572072012,INREBIC (fedtratinib) 100mg CAPSULES 120ct,2019-08-16,21000.0000,,1,,,1,2018-02-12,1100000000.0000,,Please see the attached press release for the full deal terms for Celgene's acquisition of Impact Biomedicines.,"No information regarding the volume of patients who may be prescribed this drug is in the public domain or publicly available.  INREBIC is indicated for the treatment of adult patients with intermediate-2 or high-risk primary or secondary (post-polycythemia vera or post-essential thrombocythemia) myelofibrosis (MF).  There are no marketing or pricing plans in the United States or internationally that are in the public domain or publicly available.  As with the launch of any new medicine, Celgene actively seeks to educate key stakeholders – including physicians, payers and patients – around the medicine’s indication(s), efficacy, and safety profile. Generating this awareness for INREBIC® will be a critical component of Celgene’s marketing efforts.  Additionally, as with all of its products, Celgene determined the price of INREBIC® with strong consideration of its benefit to patients, health systems and society and in accordance with Celgene’s publicized Pricing Principles that focus on access, value, innovation and flexibility.",https://oshpd.ca.gov/ml/v1/resources/document?rs:path=/Data-And-Reports/Documents/Topics/Cost-Transparency/Rx/Q3-New-Drug-Public-Release-Supporting-Documents/Celgene-Acquisition-of-Impact-Biomedicines_Press-Release.pdf
"Ascend Laboratories, LLC",67877050330,Cinacalcet 30mg 30 Tabs,2019-06-17,685.5000,,1,468000,,,2019-06-17,0.0000,1,,"While Ascend's estimated volume of patients who may be prescribed Cinacalcet is not available in the public domain, Cinacalcet  is approved specifically for the treatment of secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on dialysis. In the U.S., it is estimated that approximately 468,000 patients with chronic kidney disease (CKD) on dialysis have secondary hyperparathyroidism (HPT).                Regarding the estimated number of patients in the US  that may be prescribed  Cinacalcet for secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on dialysis, Ascend has not released this information in the public domain and is limiting its response to that which is publicly available pursuant to California Code of Regulations, Title 22, Division 7, Chapter 9.5 Section 96076(c).  Also, note that Ascend is the US distributor for our parent company Alkem located in India.",
"Ascend Laboratories, LLC",67877050430,Cinacalcet 60mg 30 Tabs,2019-06-17,1371.2500,,1,468000,,,2019-06-17,,1,,"While Ascend's estimated volume of patients who may be prescribed Cinacalcet is not available in the public domain, Cinacalcet  is approved specifically for the treatment of secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on dialysis. In the U.S., it is estimated that approximately 468,000 patients with chronic kidney disease (CKD) on dialysis have secondary hyperparathyroidism (HPT).                Regarding the estimated number of patients in the US  that may be prescribed  Cinacalcet for secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on dialysis, Ascend has not released this information in the public domain and is limiting its response to that which is publicly available pursuant to California Code of Regulations, Title 22, Division 7, Chapter 9.5 Section 96076(c).  Also, note that Ascend is the US distributor for our parent company Alkem located in India.",
"Ascend Laboratories, LLC",67877050530,Cinacalcet 90mg 30 Tabs,2019-06-17,2057.0000,,1,468000,,,2019-06-17,,1,,"While Ascend's estimated volume of patients who may be prescribed Cinacalcet is not available in the public domain, Cinacalcet  is approved specifically for the treatment of secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on dialysis. In the U.S., it is estimated that approximately 468,000 patients with chronic kidney disease (CKD) on dialysis have secondary hyperparathyroidism (HPT).                Regarding the estimated number of patients in the US  that may be prescribed  Cinacalcet for secondary hyperparathyroidism (HPT) in adult patients with chronic kidney disease (CKD) on dialysis, Ascend has not released this information in the public domain and is limiting its response to that which is publicly available pursuant to California Code of Regulations, Title 22, Division 7, Chapter 9.5 Section 96076(c).  Also, note that Ascend is the US distributor for our parent company Alkem located in India.",
"Celltrion USA, Inc.",72606000201,Temixys (lamivudine and tenofovir disoproxil fumarate,2019-09-03,850.0000,"Celltrion USA is a new pharmaceutical company and has not yet begun direct-to-consumer marketing activities. We will be working towards increasing awareness of the availability of a new branded generic product to healthcare providers (HCPs) through speaker engagements and seminars, and provide  FDA approved medication information through  print material, mobile application, and website. A copay card will be offered to eligible commercially-insured patients.",,3000,,,,,,,"The acquisition-related fields blank was because Celltrion developed the drug.  The first sale of Temixys was made on 9/30/2019, and it was a direct sale to an independent pharmacy. This product is currently not offered through the wholesalers, because Celltrion is negotiating the distribution service agreements. Our Trade Contracts Team is confident that the negotiations will wrap up in the next week or two.   Temixys needed to be uploaded onto Medispan because some of the wholesalers that Celltrion intends to contract with informed us that they needed to see the information on that database before moving forward with negotiations. At the time of the compendia submissions, Celltrion had believed that since our product was available for direct sale, indicating 9/3/2019 as the effective date would not be of an issue.",
